"np","dist","gamma","id","timelag","spacelag","avgDist"
"169",175896,13.8962159226774,0.455669531679396,"lag12",172.5,14,13.9101555422594
"170",190828,17.9885362402952,0.497000158082299,"lag12",172.5,18,17.9970288375498
"171",194918,22.051578813052,0.570682212562969,"lag12",172.5,22,22.0500977764549
"172",208770,26.0365037959345,0.590703111935303,"lag12",172.5,26,26.0326115889573
"173",213814,30.0560508503806,0.605418662504554,"lag12",172.5,30,30.0425450128762
"174",225532,34.0413859074558,0.603089187486792,"lag12",172.5,34,34.0282384623555
"175",227680,38.0347489251342,0.610831351776228,"lag12",172.5,38,38.0302945730219
"176",250870,41.9914824448996,0.619142960509318,"lag12",172.5,42,41.9905617694245
"177",265438,45.9978612050152,0.634524402305324,"lag12",172.5,46,45.9928261477176
"178",253528,49.9803639419881,0.627282055038522,"lag12",172.5,50,49.9873807439152
"179",256096,54.0213820344929,0.634214974501471,"lag12",172.5,54,54.0179203911063
"180",245344,58.0100300011304,0.668039234746973,"lag12",172.5,58,58.0054373051541
