X "WELL" "DATE" "ELEV" "LAT" "LON"
918 918 "10S03W01Z005S" "2012-05-22" 262.22 33.3378 -117.1437
919 919 "10S03W01Z005S" "2012-06-25" 262.05 33.3378 -117.1437
920 920 "10S03W01Z005S" "2012-07-11" 261.8 33.3378 -117.1437
921 921 "10S03W01Z005S" "2012-07-20" 259.8 33.3378 -117.1437
922 922 "10S03W01Z005S" "2012-10-30" 262.39 33.3378 -117.1437
923 923 "10S03W01Z005S" "2012-12-18" 261.97 33.3378 -117.1437
924 924 "10S03W01Z005S" "2013-01-02" 262.39 33.3378 -117.1437
925 925 "10S03W01Z005S" "2013-01-19" 262.3 33.3378 -117.1437
926 926 "10S03W01Z005S" "2013-02-20" 262.3 33.3378 -117.1437
927 927 "10S03W01Z005S" "2013-04-18" 262.22 33.3378 -117.1437
928 928 "10S03W01Z005S" "2013-05-09" 262.05 33.3378 -117.1437
929 929 "10S03W01Z005S" "2013-06-13" 259.64 33.3378 -117.1437
930 930 "10S03W01Z005S" "2014-01-23" 262.3 33.3378 -117.1437
931 931 "10S03W01Z005S" "2014-03-01" 262.3 33.3378 -117.1437
932 932 "10S03W01Z005S" "2014-04-25" 261.97 33.3378 -117.1437
933 933 "10S03W01Z005S" "2014-05-09" 261.72 33.3378 -117.1437
934 934 "10S03W01Z005S" "2014-08-19" 259.97 33.3378 -117.1437
935 935 "10S03W01Z001S" "2012-04-09" 266.1 33.3356 -117.1426
936 936 "10S03W01Z001S" "2012-04-12" 266.85 33.3356 -117.1426
937 937 "10S03W01Z001S" "2012-05-22" 265.93 33.3356 -117.1426
938 938 "10S03W01Z001S" "2012-06-25" 265.76 33.3356 -117.1426
939 939 "10S03W01Z001S" "2012-07-11" 265.51 33.3356 -117.1426
940 940 "10S03W01Z001S" "2012-07-20" 263.51 33.3356 -117.1426
941 941 "10S03W01Z001S" "2012-10-30" 266.1 33.3356 -117.1426
942 942 "10S03W01Z001S" "2012-12-18" 265.7 33.3356 -117.1426
943 943 "10S03W01Z001S" "2013-01-02" 266.1 33.3356 -117.1426
944 944 "10S03W01Z001S" "2013-02-20" 266.01 33.3356 -117.1426
945 945 "10S03W01Z001S" "2013-04-18" 265.93 33.3356 -117.1426
946 946 "10S03W01Z001S" "2013-05-07" 265.76 33.3356 -117.1426
947 947 "10S03W01Z001S" "2013-06-13" 263.35 33.3356 -117.1426
948 948 "10S03W01Z001S" "2013-12-09" 266.01 33.3356 -117.1426
949 949 "10S03W01Z001S" "2014-01-23" 266.01 33.3356 -117.1426
950 950 "10S03W01Z001S" "2014-03-01" 266.01 33.3356 -117.1426
951 951 "10S03W01Z001S" "2014-04-25" 265.68 33.3356 -117.1426
952 952 "10S03W01Z001S" "2014-05-09" 265.43 33.3356 -117.1426
953 953 "10S03W01Z001S" "2014-08-19" 263.68 33.3356 -117.1426
954 954 "09S09E04M001S" "2000-03-30" -238.84 33.417 -116.0508
955 955 "09S09E04M001S" "2005-03-24" -246.62 33.417 -116.0508
956 956 "09S09E04M001S" "2005-10-26" -246.95 33.417 -116.0508
957 957 "09S09E04M001S" "2006-03-23" -248.33 33.417 -116.0508
958 958 "09S09E04M001S" "2006-10-25" -248.62 33.417 -116.0508
959 959 "09S09E04M001S" "2007-02-14" -247.73 33.417 -116.0508
960 960 "09S09E04M001S" "2007-10-12" -248.11 33.417 -116.0508
961 961 "09S09E04M001S" "2008-03-27" -248.57 33.417 -116.0508
962 962 "09S09E04M001S" "2008-10-29" -246.87 33.417 -116.0508
963 963 "09S09E04M001S" "2009-03-31" -247.35 33.417 -116.0508
964 964 "09S09E04M001S" "2009-10-16" -244.97 33.417 -116.0508
965 965 "09S09E04M001S" "2010-03-25" -245.75 33.417 -116.0508
966 966 "09S09E04M001S" "2010-10-28" -243.56 33.417 -116.0508
967 967 "09S21E03R002S" "2006-01-01" 223.18 33.4192 -114.7417
968 968 "09S21E03R002S" "2006-02-02" 223.06 33.4192 -114.7417
969 969 "09S21E03R002S" "2006-03-03" 223.29 33.4192 -114.7417
970 970 "09S21E03R002S" "2006-04-04" 223.13 33.4192 -114.7417
971 971 "09S21E03R002S" "2006-05-05" 223.29 33.4192 -114.7417
972 972 "09S21E03R002S" "2006-05-17" 223.25 33.4192 -114.7417
973 973 "09S21E03R002S" "2006-05-18" 223.26 33.4192 -114.7417
974 974 "09S21E03R002S" "2006-05-19" 223.29 33.4192 -114.7417
975 975 "08S02W28Q003S" "2005-04-08" 1080.56 33.4486 -117.0901
976 976 "08S02W28Q003S" "2005-05-09" 1080.5 33.4486 -117.0901
977 977 "08S02W28Q003S" "2005-06-09" 1080.36 33.4486 -117.0901
978 978 "08S02W28Q003S" "2005-07-11" 1080.03 33.4486 -117.0901
979 979 "08S21E28R002S" "2006-03-28" 227.48 33.4488 -114.7829
980 980 "08S21E28R002S" "2006-03-29" 227.43 33.4488 -114.7829
981 981 "08S21E28R002S" "2010-03-23" 227.27 33.4488 -114.7829
982 982 "08S21E28P001S" "2006-03-28" 214.55 33.4489 -114.7887
983 983 "08S02W28Q006S" "2000-01-06" 1006 33.4475 -117.0882
984 984 "08S02W28Q006S" "2000-02-09" 1011.01 33.4475 -117.0882
985 985 "08S02W28Q006S" "2000-03-13" 1015.92 33.4475 -117.0882
986 986 "08S02W28Q006S" "2000-04-03" 1018.53 33.4475 -117.0882
987 987 "08S02W28Q006S" "2000-05-09" 1023.33 33.4475 -117.0882
988 988 "08S02W28Q006S" "2005-01-04" 1104.86 33.4475 -117.0882
989 989 "08S02W28Q006S" "2005-02-04" 1108.45 33.4475 -117.0882
990 990 "08S02W28Q006S" "2005-03-02" 1115.41 33.4475 -117.0882
991 991 "08S02W28Q006S" "2005-04-08" 1126.63 33.4475 -117.0882
992 992 "08S02W28Q006S" "2005-05-09" 1130.67 33.4475 -117.0882
993 993 "08S02W28Q006S" "2005-06-09" 1130.73 33.4475 -117.0882
994 994 "08S02W28Q006S" "2005-07-11" 1130.36 33.4475 -117.0882
995 995 "08S02W28Q006S" "2005-08-02" 1129.81 33.4475 -117.0882
996 996 "08S02W28Q006S" "2005-09-02" 1128.84 33.4475 -117.0882
997 997 "08S02W28Q006S" "2005-10-07" 1127.05 33.4475 -117.0882
998 998 "08S02W28Q006S" "2005-11-04" 1126.26 33.4475 -117.0882
999 999 "08S02W28Q006S" "2005-12-09" 1125.46 33.4475 -117.0882
1000 1000 "08S02W28Q006S" "2006-01-11" 1124.74 33.4475 -117.0882
