X "WELL" "DATE" "ELEV" "LAT" "LON"
559 559 "11S03E03G001S" "2010-10-15" 2977.6 33.24859 -116.65576
560 560 "11S03E03G001S" "2010-11-15" 2976.05 33.24859 -116.65576
561 561 "11S03E03G001S" "2010-12-15" 2980.04 33.24859 -116.65576
562 562 "11S03E03G001S" "2011-01-18" 2985.59 33.24859 -116.65576
563 563 "11S03E03G001S" "2011-02-15" 2982.96 33.24859 -116.65576
564 564 "11S03E03G001S" "2011-03-15" 2986.35 33.24859 -116.65576
565 565 "11S03E03G001S" "2012-11-15" 2987.38 33.24859 -116.65576
566 566 "11S03E03G001S" "2012-12-17" 2987.38 33.24859 -116.65576
567 567 "11S03E03G001S" "2013-01-15" 2987.27 33.24859 -116.65576
568 568 "11S03E03G001S" "2013-02-15" 2980.9 33.24859 -116.65576
569 569 "11S03E03G001S" "2013-03-15" 2978.45 33.24859 -116.65576
570 570 "11S03E03G001S" "2013-04-15" 2978.69 33.24859 -116.65576
571 571 "11S03E03G001S" "2013-05-15" 2978.57 33.24859 -116.65576
572 572 "11S03E03G001S" "2013-06-16" 2977.59 33.24859 -116.65576
573 573 "11S03E03G001S" "2013-07-15" 2979.19 33.24859 -116.65576
574 574 "11S03E03G001S" "2013-08-15" 2977.26 33.24859 -116.65576
575 575 "11S03E03G001S" "2013-09-16" 2978.73 33.24859 -116.65576
576 576 "11S03E03G001S" "2013-10-15" 2982.3 33.24859 -116.65576
577 577 "11S03E03G001S" "2013-11-15" 2978.64 33.24859 -116.65576
578 578 "11S03E03G001S" "2013-12-16" 2979.41 33.24859 -116.65576
579 579 "11S03E03G001S" "2014-01-15" 2977.96 33.24859 -116.65576
580 580 "11S03E03G001S" "2014-02-18" 2976.68 33.24859 -116.65576
581 581 "11S03E03G001S" "2014-03-14" 2975.85 33.24859 -116.65576
582 582 "11S03E03G001S" "2014-04-15" 2975.28 33.24859 -116.65576
583 583 "11S03E03G001S" "2014-05-15" 2975.8 33.24859 -116.65576
584 584 "11S03E03G001S" "2014-06-16" 2975.83 33.24859 -116.65576
585 585 "11S03E03G001S" "2014-07-15" 2976.35 33.24859 -116.65576
586 586 "11S03E03G001S" "2014-08-15" 2979.16 33.24859 -116.65576
587 587 "11S03E03G001S" "2014-09-15" 2976.49 33.24859 -116.65576
588 588 "11S03E03G001S" "2014-10-15" 2975.85 33.24859 -116.65576
589 589 "11S03E03G001S" "2014-11-17" 2975.18 33.24859 -116.65576
590 590 "10S03E28M001S" "2009-01-15" 2800.32 33.27417 -116.68459
591 591 "10S03E28M001S" "2009-02-17" 2800.06 33.27417 -116.68459
592 592 "10S03E28M001S" "2009-03-16" 2799.76 33.27417 -116.68459
593 593 "10S03E28M001S" "2009-04-15" 2799.28 33.27417 -116.68459
594 594 "10S03E28M001S" "2009-05-15" 2798.22 33.27417 -116.68459
595 595 "10S03E28M001S" "2009-06-15" 2799 33.27417 -116.68459
596 596 "10S03E28M001S" "2009-07-15" 2798.93 33.27417 -116.68459
597 597 "10S03E28M001S" "2009-08-17" 2798.25 33.27417 -116.68459
598 598 "10S03E28M001S" "2009-09-15" 2798.02 33.27417 -116.68459
599 599 "10S03E28M001S" "2009-10-15" 2797.63 33.27417 -116.68459
600 600 "10S03E28M001S" "2009-11-16" 2796.45 33.27417 -116.68459
601 601 "10S03E28M001S" "2009-12-15" 2797.08 33.27417 -116.68459
602 602 "10S03E28M001S" "2010-01-15" 2796.84 33.27417 -116.68459
603 603 "10S03E28M001S" "2010-02-15" 2796.77 33.27417 -116.68459
604 604 "10S03E28M001S" "2010-03-15" 2796.91 33.27417 -116.68459
605 605 "10S03E28M001S" "2010-04-15" 2797.38 33.27417 -116.68459
606 606 "10S03E28M001S" "2010-05-17" 2797.7 33.27417 -116.68459
607 607 "10S03E28M001S" "2010-06-15" 2797.93 33.27417 -116.68459
608 608 "10S03E28M001S" "2010-07-15" 2798.05 33.27417 -116.68459
609 609 "10S03E28M001S" "2010-08-16" 2798.19 33.27417 -116.68459
610 610 "10S03E28M001S" "2010-09-15" 2798.18 33.27417 -116.68459
611 611 "10S03E28M001S" "2010-10-15" 2798.14 33.27417 -116.68459
612 612 "10S03E28M001S" "2010-11-15" 2798.03 33.27417 -116.68459
613 613 "10S03E28M001S" "2010-12-15" 2797.99 33.27417 -116.68459
614 614 "10S03E28M001S" "2011-01-18" 2798.51 33.27417 -116.68459
615 615 "10S03E28M001S" "2011-02-15" 2798.56 33.27417 -116.68459
616 616 "10S03E28M001S" "2011-03-15" 2799.42 33.27417 -116.68459
617 617 "10S03E28M001S" "2011-04-15" 2800.3 33.27417 -116.68459
618 618 "10S03E28M001S" "2011-05-16" 2801.2 33.27417 -116.68459
619 619 "10S03E28M001S" "2011-06-15" 2801.94 33.27417 -116.68459
620 620 "10S03E28M001S" "2011-07-15" 2801.94 33.27417 -116.68459
621 621 "10S03E28M001S" "2011-08-15" 2802.92 33.27417 -116.68459
622 622 "10S03E28M001S" "2011-09-15" 2803.32 33.27417 -116.68459
623 623 "10S03E28M001S" "2011-10-14" 2803.54 33.27417 -116.68459
624 624 "10S03E28M001S" "2011-11-15" 2803.75 33.27417 -116.68459
625 625 "10S03E28M001S" "2011-12-15" 2803.84 33.27417 -116.68459
626 626 "10S03E28M001S" "2012-01-16" 2804.01 33.27417 -116.68459
627 627 "10S03E28M001S" "2012-02-15" 2804.15 33.27417 -116.68459
628 628 "10S03E28M001S" "2012-03-15" 2804.02 33.27417 -116.68459
629 629 "10S03E28M001S" "2012-04-16" 2803.89 33.27417 -116.68459
630 630 "10S03E28M001S" "2012-05-15" 2803.65 33.27417 -116.68459
631 631 "10S03E28M001S" "2012-06-15" 2803.49 33.27417 -116.68459
632 632 "10S03E28M001S" "2012-07-16" 2803.04 33.27417 -116.68459
633 633 "10S03E28M001S" "2012-08-15" 2802.74 33.27417 -116.68459
634 634 "10S03E28M001S" "2012-09-17" 2802.34 33.27417 -116.68459
635 635 "10S03E28M001S" "2012-10-15" 2801.94 33.27417 -116.68459
636 636 "10S03E28M001S" "2012-11-15" 2801.17 33.27417 -116.68459
637 637 "10S03E28M001S" "2012-12-17" 2800.96 33.27417 -116.68459
638 638 "10S03E28M001S" "2013-01-15" 2800.46 33.27417 -116.68459
639 639 "10S03E28M001S" "2013-02-15" 2800.17 33.27417 -116.68459
640 640 "10S03E28M001S" "2013-03-15" 2799.76 33.27417 -116.68459
641 641 "10S03E28M001S" "2013-04-15" 2799.73 33.27417 -116.68459
642 642 "10S03E28M001S" "2013-05-15" 2799.28 33.27417 -116.68459
643 643 "10S03E28M001S" "2013-06-16" 2798.32 33.27417 -116.68459
644 644 "10S03E28M001S" "2013-07-15" 2797.95 33.27417 -116.68459
645 645 "10S03E28M001S" "2013-08-15" 2797.45 33.27417 -116.68459
646 646 "10S03E28M001S" "2013-09-16" 2797.06 33.27417 -116.68459
647 647 "10S03E28M001S" "2013-10-15" 2796.51 33.27417 -116.68459
648 648 "10S03E28M001S" "2013-11-15" 2796.12 33.27417 -116.68459
649 649 "10S03E28M001S" "2013-12-16" 2795.85 33.27417 -116.68459
650 650 "10S03E28M001S" "2014-01-15" 2795.41 33.27417 -116.68459
651 651 "10S03E28M001S" "2014-02-18" 2795.07 33.27417 -116.68459
652 652 "10S03E28M001S" "2014-03-14" 2794.78 33.27417 -116.68459
653 653 "10S03E28M001S" "2014-04-15" 2794.35 33.27417 -116.68459
654 654 "10S03E28M001S" "2014-05-15" 2793.89 33.27417 -116.68459
655 655 "10S03E28M001S" "2014-06-16" 2793.53 33.27417 -116.68459
656 656 "10S03E28M001S" "2014-07-15" 2793.13 33.27417 -116.68459
657 657 "10S03E28M001S" "2014-08-15" 2793.17 33.27417 -116.68459
658 658 "10S03E28M001S" "2014-09-15" 2792.57 33.27417 -116.68459
659 659 "10S19E25R001S" "2000-03-30" 626.78 33.2675 -114.9199
660 660 "10S19E25R001S" "2005-03-24" 627.62 33.2675 -114.9199
661 661 "10S19E25R001S" "2005-10-26" 627.7 33.2675 -114.9199
662 662 "10S19E25R001S" "2006-03-23" 627.69 33.2675 -114.9199
663 663 "10S19E25R001S" "2006-10-25" 627.79 33.2675 -114.9199
664 664 "10S19E25R001S" "2007-03-27" 627.97 33.2675 -114.9199
665 665 "10S19E25R001S" "2007-10-31" 627.81 33.2675 -114.9199
666 666 "10S19E25R001S" "2008-03-28" 627.94 33.2675 -114.9199
667 667 "10S19E25R001S" "2008-10-29" 627.88 33.2675 -114.9199
668 668 "10S19E25R001S" "2009-03-31" 627.92 33.2675 -114.9199
669 669 "10S19E25R001S" "2009-10-16" 627.83 33.2675 -114.9199
670 670 "10S19E25R001S" "2010-03-25" 628.15 33.2675 -114.9199
671 671 "10S19E25R001S" "2010-10-28" 628.15 33.2675 -114.9199
672 672 "10S03E28M001S" "2014-10-15" 2792.49 33.27417 -116.68459
673 673 "10S03E28M001S" "2014-11-17" 2792.13 33.27417 -116.68459
674 674 "10S03E19R001S" "2014-07-15" 2694.23 33.28699 -116.7032
675 675 "10S03E19R001S" "2014-08-15" 2693.99 33.28699 -116.7032
676 676 "10S03E19R001S" "2014-09-15" 2693.48 33.28699 -116.7032
677 677 "10S03E19R001S" "2014-10-15" 2693.02 33.28699 -116.7032
678 678 "10S03E19R001S" "2014-11-17" 2692.45 33.28699 -116.7032
679 679 "10S21E30C001S" "2000-03-30" 444.25 33.2831 -114.8044
680 680 "10S21E30C001S" "2005-03-24" 449.96 33.2831 -114.8044
681 681 "10S21E30C001S" "2005-10-26" 453.89 33.2831 -114.8044
682 682 "10S21E30C001S" "2006-03-23" 450.51 33.2831 -114.8044
683 683 "10S21E30C001S" "2006-10-25" 448.52 33.2831 -114.8044
684 684 "10S21E30C001S" "2007-03-27" 448.15 33.2831 -114.8044
685 685 "10S21E30C001S" "2007-10-31" 446.88 33.2831 -114.8044
686 686 "10S21E30C001S" "2008-03-28" 446.59 33.2831 -114.8044
687 687 "10S21E30C001S" "2008-10-29" 445.86 33.2831 -114.8044
688 688 "10S21E30C001S" "2009-03-31" 445.79 33.2831 -114.8044
689 689 "10S21E30C001S" "2009-10-16" 444.93 33.2831 -114.8044
690 690 "10S21E30C001S" "2010-03-25" 447.42 33.2831 -114.8044
691 691 "10S21E30C001S" "2010-10-28" 446.67 33.2831 -114.8044
692 692 "10S02E26A001S" "2009-01-15" 2686.09 33.2839 -116.7383
693 693 "10S02E26A001S" "2009-02-17" 2686.62 33.2839 -116.7383
694 694 "10S02E26A001S" "2009-03-16" 2690.44 33.2839 -116.7383
695 695 "10S02E26A001S" "2009-04-15" 2688.48 33.2839 -116.7383
696 696 "10S02E26A001S" "2009-05-15" 2689.1 33.2839 -116.7383
697 697 "10S02E26A001S" "2009-06-15" 2689.06 33.2839 -116.7383
698 698 "10S02E26A001S" "2009-07-15" 2690.6 33.2839 -116.7383
699 699 "10S02E26A001S" "2009-08-17" 2688.39 33.2839 -116.7383
700 700 "10S02E26A001S" "2009-09-15" 2688.06 33.2839 -116.7383
701 701 "10S02E26A001S" "2009-10-15" 2687.39 33.2839 -116.7383
702 702 "10S02E26A001S" "2009-11-16" 2687.36 33.2839 -116.7383
703 703 "10S02E26A001S" "2009-12-15" 2687.16 33.2839 -116.7383
704 704 "10S02E26A001S" "2010-01-15" 2687.8 33.2839 -116.7383
705 705 "10S02E26A001S" "2010-02-15" 2688.86 33.2839 -116.7383
706 706 "10S02E26A001S" "2010-03-15" 2689.8 33.2839 -116.7383
707 707 "10S02E26A001S" "2010-04-15" 2691.13 33.2839 -116.7383
708 708 "10S02E26A001S" "2010-05-17" 2691.07 33.2839 -116.7383
709 709 "10S02E26A001S" "2010-06-15" 2691.63 33.2839 -116.7383
710 710 "10S02E26A001S" "2010-07-15" 2691.61 33.2839 -116.7383
711 711 "10S02E26A001S" "2010-08-16" 2691.02 33.2839 -116.7383
712 712 "10S02E26A001S" "2010-09-15" 2690.58 33.2839 -116.7383
713 713 "10S02E26A001S" "2010-10-15" 2690.32 33.2839 -116.7383
714 714 "10S02E26A001S" "2010-11-15" 2690.04 33.2839 -116.7383
715 715 "10S02E26A001S" "2010-12-15" 2689.84 33.2839 -116.7383
716 716 "10S02E26A001S" "2011-01-18" 2690.17 33.2839 -116.7383
717 717 "10S02E26A001S" "2011-02-15" 2691.11 33.2839 -116.7383
718 718 "10S02E26A001S" "2011-03-15" 2694.73 33.2839 -116.7383
719 719 "10S02E26A001S" "2011-04-15" 2695.86 33.2839 -116.7383
720 720 "10S02E26A001S" "2011-05-16" 2697.44 33.2839 -116.7383
721 721 "10S02E26A001S" "2011-06-15" 2699.46 33.2839 -116.7383
722 722 "10S02E26A001S" "2011-07-15" 2699.46 33.2839 -116.7383
723 723 "10S02E26A001S" "2011-08-15" 2700.45 33.2839 -116.7383
724 724 "10S02E26A001S" "2011-09-15" 2700.51 33.2839 -116.7383
725 725 "10S02E26A001S" "2011-10-14" 2700.61 33.2839 -116.7383
726 726 "10S02E26A001S" "2011-11-15" 2700.75 33.2839 -116.7383
727 727 "10S02E26A001S" "2011-12-15" 2700.93 33.2839 -116.7383
728 728 "10S02E26A001S" "2012-01-16" 2698.82 33.2839 -116.7383
729 729 "10S02E26A001S" "2012-02-15" 2699.93 33.2839 -116.7383
730 730 "10S02E26A001S" "2012-03-15" 2695.92 33.2839 -116.7383
731 731 "10S02E26A001S" "2012-04-16" 2694.4 33.2839 -116.7383
732 732 "10S02E26A001S" "2012-05-15" 2693.69 33.2839 -116.7383
733 733 "10S02E26A001S" "2012-06-15" 2692.71 33.2839 -116.7383
734 734 "10S02E26A001S" "2012-07-16" 2691.77 33.2839 -116.7383
735 735 "10S02E26A001S" "2012-08-15" 2690.62 33.2839 -116.7383
736 736 "10S02E26A001S" "2012-09-17" 2689.8 33.2839 -116.7383
737 737 "10S02E26A001S" "2012-10-15" 2688.62 33.2839 -116.7383
738 738 "10S02E26A001S" "2012-11-15" 2687.66 33.2839 -116.7383
739 739 "10S02E26A001S" "2012-12-17" 2686.75 33.2839 -116.7383
740 740 "10S02E26A001S" "2013-01-15" 2686.1 33.2839 -116.7383
741 741 "10S02E26A001S" "2013-02-15" 2685.77 33.2839 -116.7383
742 742 "10S02E26A001S" "2013-03-15" 2685.09 33.2839 -116.7383
743 743 "10S02E26A001S" "2013-04-15" 2684.4 33.2839 -116.7383
744 744 "10S02E26A001S" "2013-05-15" 2683.78 33.2839 -116.7383
745 745 "10S02E26A001S" "2013-06-16" 2683.14 33.2839 -116.7383
746 746 "10S02E26A001S" "2013-07-15" 2682.74 33.2839 -116.7383
747 747 "10S02E26A001S" "2013-08-15" 2681.69 33.2839 -116.7383
748 748 "10S02E26A001S" "2013-09-16" 2681.2 33.2839 -116.7383
749 749 "10S02E26A001S" "2013-10-15" 2680.68 33.2839 -116.7383
750 750 "10S02E26A001S" "2013-11-15" 2680.17 33.2839 -116.7383
751 751 "10S02E26A001S" "2013-12-16" 2679.63 33.2839 -116.7383
752 752 "10S02E26A001S" "2014-01-15" 2679.97 33.2839 -116.7383
753 753 "10S02E26A001S" "2014-02-18" 2679.15 33.2839 -116.7383
754 754 "10S02E26A001S" "2014-03-14" 2677.35 33.2839 -116.7383
755 755 "10S02E26A001S" "2014-04-15" 2676.55 33.2839 -116.7383
756 756 "10S02E26A001S" "2014-05-15" 2675.91 33.2839 -116.7383
757 757 "10S02E26A001S" "2014-06-16" 2675.35 33.2839 -116.7383
758 758 "10S02E26A001S" "2014-07-15" 2674.82 33.2839 -116.7383
759 759 "10S02E26A001S" "2014-08-15" 2674.35 33.2839 -116.7383
760 760 "10S02E26A001S" "2014-09-15" 2673.7 33.2839 -116.7383
761 761 "10S02E26A001S" "2014-10-15" 2673.4 33.2839 -116.7383
762 762 "10S02E26A001S" "2014-11-17" 2672.73 33.2839 -116.7383
763 763 "10S04W35Z001S" "2012-04-15" 104.81 33.2594 -117.2678
764 764 "10S04W35Z001S" "2013-01-02" 100.41 33.2594 -117.2678
765 765 "10S04W35Z001S" "2013-03-08" 104.01 33.2594 -117.2678
766 766 "10S04W35Z001S" "2013-12-09" 100.21 33.2594 -117.2678
767 767 "10S04W35Z001S" "2014-05-09" 104.31 33.2594 -117.2678
768 768 "10S04W35Z001S" "2014-11-25" 100.31 33.2594 -117.2678
769 769 "10S03E19R001S" "2009-01-15" 2701.04 33.28699 -116.7032
770 770 "10S03E19R001S" "2009-02-17" 2699.7 33.28699 -116.7032
771 771 "10S03E19R001S" "2009-03-16" 2698.9 33.28699 -116.7032
772 772 "10S03E19R001S" "2009-04-15" 2697.91 33.28699 -116.7032
773 773 "10S03E19R001S" "2009-05-15" 2694.69 33.28699 -116.7032
774 774 "10S03E19R001S" "2009-06-15" 2695.91 33.28699 -116.7032
775 775 "10S03E19R001S" "2009-07-15" 2694.97 33.28699 -116.7032
776 776 "10S03E19R001S" "2009-08-17" 2694.17 33.28699 -116.7032
777 777 "10S03E19R001S" "2009-09-15" 2693.11 33.28699 -116.7032
778 778 "10S03E19R001S" "2009-10-15" 2693.04 33.28699 -116.7032
779 779 "10S03E19R001S" "2009-11-16" 2690.41 33.28699 -116.7032
780 780 "10S03E19R001S" "2009-12-15" 2690.17 33.28699 -116.7032
781 781 "10S03E19R001S" "2010-01-15" 2688.8 33.28699 -116.7032
782 782 "10S03E19R001S" "2010-02-15" 2693.02 33.28699 -116.7032
783 783 "10S03E19R001S" "2010-03-15" 2690.49 33.28699 -116.7032
784 784 "10S03E19R001S" "2010-04-15" 2689.96 33.28699 -116.7032
785 785 "10S03E19R001S" "2010-05-17" 2689.89 33.28699 -116.7032
786 786 "10S03E19R001S" "2010-06-15" 2688.97 33.28699 -116.7032
787 787 "10S03E19R001S" "2010-07-15" 2688.37 33.28699 -116.7032
788 788 "10S03E19R001S" "2010-08-16" 2687.83 33.28699 -116.7032
789 789 "10S03E19R001S" "2010-09-15" 2687.27 33.28699 -116.7032
790 790 "10S03E19R001S" "2010-10-15" 2686.83 33.28699 -116.7032
791 791 "10S03E19R001S" "2010-11-15" 2686.12 33.28699 -116.7032
792 792 "10S03E19R001S" "2010-12-15" 2685.54 33.28699 -116.7032
793 793 "10S03E19R001S" "2011-01-18" 2684.77 33.28699 -116.7032
794 794 "10S03E19R001S" "2011-02-15" 2684.53 33.28699 -116.7032
795 795 "10S03E19R001S" "2011-03-15" 2684.09 33.28699 -116.7032
796 796 "10S03E19R001S" "2011-04-15" 2688.3 33.28699 -116.7032
797 797 "10S03E19R001S" "2011-05-16" 2695.28 33.28699 -116.7032
798 798 "10S03E19R001S" "2011-06-15" 2705.11 33.28699 -116.7032
799 799 "10S03E19R001S" "2011-07-15" 2715.17 33.28699 -116.7032
800 800 "10S03E19R001S" "2011-08-15" 2722.73 33.28699 -116.7032
801 801 "10S03E19R001S" "2011-09-15" 2727.8 33.28699 -116.7032
802 802 "10S03E19R001S" "2011-10-14" 2733.72 33.28699 -116.7032
803 803 "10S03E19R001S" "2011-11-15" 2733.23 33.28699 -116.7032
804 804 "10S03E19R001S" "2011-12-15" 2734.72 33.28699 -116.7032
805 805 "10S03E19R001S" "2012-01-16" 2736.14 33.28699 -116.7032
806 806 "10S03E19R001S" "2012-02-15" 2737.33 33.28699 -116.7032
807 807 "10S03E19R001S" "2012-03-15" 2733.96 33.28699 -116.7032
808 808 "10S03E19R001S" "2012-04-16" 2727.14 33.28699 -116.7032
809 809 "10S03E19R001S" "2012-05-15" 2722.09 33.28699 -116.7032
810 810 "10S03E19R001S" "2012-06-15" 2718.48 33.28699 -116.7032
811 811 "10S03E19R001S" "2012-07-16" 2716.49 33.28699 -116.7032
812 812 "10S03E19R001S" "2012-08-15" 2713.46 33.28699 -116.7032
813 813 "10S03E19R001S" "2012-09-17" 2711.16 33.28699 -116.7032
814 814 "10S03E19R001S" "2012-10-15" 2709.68 33.28699 -116.7032
815 815 "10S03E19R001S" "2012-11-15" 2706.16 33.28699 -116.7032
816 816 "10S03E19R001S" "2012-12-17" 2703.48 33.28699 -116.7032
817 817 "10S03E19R001S" "2013-01-15" 2701.55 33.28699 -116.7032
818 818 "10S03E19R001S" "2013-02-15" 2700.4 33.28699 -116.7032
819 819 "10S03E19R001S" "2013-03-15" 2699.27 33.28699 -116.7032
820 820 "10S03E19R001S" "2013-04-15" 2698.45 33.28699 -116.7032
821 821 "10S03E19R001S" "2013-05-15" 2697.45 33.28699 -116.7032
822 822 "10S03E19R001S" "2013-06-16" 2696.55 33.28699 -116.7032
823 823 "10S03E19R001S" "2013-07-15" 2695.64 33.28699 -116.7032
824 824 "10S03E19R001S" "2013-08-15" 2696.12 33.28699 -116.7032
825 825 "10S03E19R001S" "2013-09-16" 2696.78 33.28699 -116.7032
826 826 "10S03E19R001S" "2013-10-15" 2696.86 33.28699 -116.7032
827 827 "10S03E19R001S" "2013-11-15" 2697 33.28699 -116.7032
828 828 "10S03E19R001S" "2013-12-16" 2696.93 33.28699 -116.7032
829 829 "10S03E19R001S" "2014-01-15" 2696.52 33.28699 -116.7032
830 830 "10S03E19R001S" "2014-02-18" 2696.12 33.28699 -116.7032
831 831 "10S03E19R001S" "2014-03-14" 2695.88 33.28699 -116.7032
832 832 "10S03E19R001S" "2014-04-15" 2695.38 33.28699 -116.7032
833 833 "10S03E19R001S" "2014-05-15" 2694.84 33.28699 -116.7032
834 834 "10S03E19R001S" "2014-06-16" 2694.49 33.28699 -116.7032
835 835 "10S06E21A002S" "2012-04-17" 389.71 33.30063 -116.34947
836 836 "10S06E21A002S" "2012-11-14" 387.62 33.30063 -116.34947
837 837 "10S06E21A002S" "2013-04-09" 387.74 33.30063 -116.34947
838 838 "10S06E21A002S" "2013-11-25" 387.97 33.30063 -116.34947
839 839 "10S06E21A002S" "2014-06-03" 383.2 33.30063 -116.34947
840 840 "10S06E21A002S" "2014-12-09" 385.31 33.30063 -116.34947
841 841 "10S03E17H001S" "2009-01-15" 2887.38 33.31043 -116.68671
842 842 "10S03E17H001S" "2009-02-17" 2889.63 33.31043 -116.68671
843 843 "10S03E17H001S" "2009-03-16" 2888.53 33.31043 -116.68671
844 844 "10S03E17H001S" "2009-04-15" 2888.42 33.31043 -116.68671
845 845 "10S03E17H001S" "2009-05-15" 2889.73 33.31043 -116.68671
846 846 "10S03E17H001S" "2009-06-15" 2890.72 33.31043 -116.68671
847 847 "10S03E17H001S" "2009-07-15" 2890.59 33.31043 -116.68671
848 848 "10S03E17H001S" "2009-08-17" 2890.44 33.31043 -116.68671
849 849 "10S03E17H001S" "2009-09-15" 2890.56 33.31043 -116.68671
850 850 "10S03E17H001S" "2009-10-15" 2890.37 33.31043 -116.68671
851 851 "10S03E17H001S" "2009-11-16" 2890.77 33.31043 -116.68671
852 852 "10S03E17H001S" "2009-12-15" 2890.71 33.31043 -116.68671
853 853 "10S03E17H001S" "2010-01-15" 2890.84 33.31043 -116.68671
854 854 "10S03E17H001S" "2010-02-15" 2893.85 33.31043 -116.68671
855 855 "10S03E17H001S" "2010-03-15" 2895.43 33.31043 -116.68671
856 856 "10S03E17H001S" "2010-04-15" 2895.59 33.31043 -116.68671
857 857 "10S03E17H001S" "2010-05-17" 2892.22 33.31043 -116.68671
858 858 "10S03E17H001S" "2010-06-15" 2896.08 33.31043 -116.68671
859 859 "10S03E17H001S" "2010-07-15" 2895.68 33.31043 -116.68671
860 860 "10S03E17H001S" "2010-08-16" 2895.23 33.31043 -116.68671
861 861 "10S03E17H001S" "2010-09-15" 2894.89 33.31043 -116.68671
862 862 "10S03E17H001S" "2010-10-15" 2894.49 33.31043 -116.68671
863 863 "10S03E17H001S" "2010-11-15" 2894.29 33.31043 -116.68671
864 864 "10S03E17H001S" "2010-12-15" 2894.35 33.31043 -116.68671
865 865 "10S03E17H001S" "2011-01-18" 2896.52 33.31043 -116.68671
866 866 "10S03E17H001S" "2011-02-15" 2896.51 33.31043 -116.68671
867 867 "10S03E17H001S" "2011-03-15" 2898.68 33.31043 -116.68671
868 868 "10S03E17H001S" "2011-04-15" 2898.4 33.31043 -116.68671
869 869 "10S03E17H001S" "2011-05-16" 2898.21 33.31043 -116.68671
870 870 "10S03E17H001S" "2011-06-15" 2897.91 33.31043 -116.68671
871 871 "10S03E17H001S" "2011-07-15" 2898.33 33.31043 -116.68671
872 872 "10S03E17H001S" "2011-08-15" 2897.82 33.31043 -116.68671
873 873 "10S03E17H001S" "2011-09-15" 2897.47 33.31043 -116.68671
874 874 "10S03E17H001S" "2011-10-14" 2896.98 33.31043 -116.68671
875 875 "10S03E17H001S" "2011-11-15" 2896.74 33.31043 -116.68671
876 876 "10S03E17H001S" "2011-12-15" 2896.56 33.31043 -116.68671
877 877 "10S03E17H001S" "2012-01-16" 2896.1 33.31043 -116.68671
878 878 "10S03E17H001S" "2012-02-15" 2896 33.31043 -116.68671
879 879 "10S03E17H001S" "2012-03-15" 2895.8 33.31043 -116.68671
880 880 "10S03E17H001S" "2012-04-16" 2895.52 33.31043 -116.68671
881 881 "10S03E17H001S" "2012-05-15" 2895.55 33.31043 -116.68671
882 882 "10S03E17H001S" "2012-06-15" 2895.16 33.31043 -116.68671
883 883 "10S03E17H001S" "2012-07-16" 2894.86 33.31043 -116.68671
884 884 "10S03E17H001S" "2012-08-15" 2894.58 33.31043 -116.68671
885 885 "10S03E17H001S" "2012-09-17" 2894.18 33.31043 -116.68671
886 886 "10S03E17H001S" "2012-10-15" 2893.97 33.31043 -116.68671
887 887 "10S03E17H001S" "2012-11-15" 2893.85 33.31043 -116.68671
888 888 "10S03E17H001S" "2012-12-17" 2893.7 33.31043 -116.68671
889 889 "10S03E17H001S" "2013-01-15" 2893.5 33.31043 -116.68671
890 890 "10S03E17H001S" "2013-02-15" 2893.58 33.31043 -116.68671
891 891 "10S03E17H001S" "2013-03-15" 2893.45 33.31043 -116.68671
892 892 "10S03E17H001S" "2013-04-15" 2893.31 33.31043 -116.68671
893 893 "10S03E17H001S" "2013-05-15" 2893 33.31043 -116.68671
894 894 "10S03E17H001S" "2013-06-16" 2892.65 33.31043 -116.68671
895 895 "10S03E17H001S" "2013-07-15" 2891.9 33.31043 -116.68671
896 896 "10S03E17H001S" "2013-08-15" 2891.68 33.31043 -116.68671
897 897 "10S03E17H001S" "2013-09-16" 2891.49 33.31043 -116.68671
898 898 "10S03E17H001S" "2013-10-15" 2891.19 33.31043 -116.68671
899 899 "10S03E17H001S" "2013-11-15" 2890.69 33.31043 -116.68671
900 900 "10S03E17H001S" "2013-12-16" 2889.77 33.31043 -116.68671
901 901 "10S03E17H001S" "2014-01-15" 2889.21 33.31043 -116.68671
902 902 "10S03E17H001S" "2014-02-18" 2888.71 33.31043 -116.68671
903 903 "10S03E17H001S" "2014-03-14" 2888.83 33.31043 -116.68671
904 904 "10S03E17H001S" "2014-04-15" 2888.22 33.31043 -116.68671
905 905 "10S03E17H001S" "2014-05-15" 2888.82 33.31043 -116.68671
906 906 "10S03E17H001S" "2014-06-16" 2887.43 33.31043 -116.68671
907 907 "10S03E17H001S" "2014-07-15" 2887.1 33.31043 -116.68671
908 908 "10S03E17H001S" "2014-08-15" 2886.9 33.31043 -116.68671
909 909 "10S03E17H001S" "2014-09-15" 2886.57 33.31043 -116.68671
910 910 "10S03E17H001S" "2014-10-15" 2886.27 33.31043 -116.68671
911 911 "10S03E17H001S" "2014-11-17" 2886.05 33.31043 -116.68671
912 912 "10S07E07C001S" "2008-12-04" 534.61 33.3243 -116.2905
913 913 "09S19E35R001S" "2005-05-24" 400.04 33.3414 -114.9391
914 914 "10S03W01Z005S" "2012-04-09" 262.39 33.3378 -117.1437
915 915 "10S03W01Z005S" "2012-04-10" 262.39 33.3378 -117.1437
916 916 "10S03W01Z005S" "2012-04-12" 263.14 33.3378 -117.1437
917 917 "10S03W01Z005S" "2012-04-19" 262.97 33.3378 -117.1437
